UDI,Type,Air.temperature,Process.temperature,Rotational.speed,Torque,Tool.wear,Machine.failure
2624,2,299.6,-0.408132394722636,-1.42665247966842,2.21820012147095,-0.391977605833449,0
2625,3,299.7,-0.340734879245604,-0.913500437200436,0.683432169162813,-0.344847918947138,0
2626,1,299.7,-0.408132394722636,-0.779634686991398,-0.00871808383889575,-0.266298440803286,0
2627,1,299.7,-0.408132394722636,0.62037795061146,-1.02186555562401,-0.234878649545745,0
2628,2,299.8,-0.273337363768573,-1.07525488536969,1.32542660672962,-0.203458858288205,0
2629,3,299.9,-0.273337363768573,-0.718279551478922,1.12480334498999,-0.156329171401894,0
2630,1,300,-0.20593984829158,0.263402616720691,-0.219372508665503,-0.0777796932580419,0
2631,1,300,-0.138542332814548,-0.930233655976565,-0.0388115730998393,-0.0463599020005012,0
2632,3,300,-0.20593984829158,-0.0545285400257743,0.242060993335636,-0.0149401107429605,0
2633,2,300,-0.20593984829158,0.631533429795546,-1.14223951266778,0.0636093674008912,0
2634,1,300.1,-0.138542332814548,-0.0377953212496445,-0.0187492469258772,0.110739054287202,0
2635,1,300,-0.20593984829158,0.0849149497753071,-0.801179967710417,0.142158845544743,0
2636,3,299.9,-0.273337363768573,-0.428237092692673,1.10474101881603,0.173578636802284,0
2637,1,299.9,-0.273337363768573,-1.58840692783767,2.1379508167751,0.252128114946135,0
2638,1,299.9,-0.273337363768573,-1.36529734415594,0.974335898685271,0.283547906203676,0
2639,1,299.8,-0.340734879245604,1.11679677430331,-1.25258230662458,0.314967697461217,0
2640,2,299.8,-0.408132394722636,-0.707124072294835,0.783743800032626,0.346387488718757,0
2641,2,299.9,-0.340734879245604,-0.930233655976565,1.62636149933905,0.393517175605068,0
2642,3,299.8,-0.340734879245604,-0.662502155558489,0.673401006075832,0.44064686249138,0
2643,1,299.8,-0.340734879245604,0.017982074670788,0.0314065685090293,0.519196340635231,0
2644,2,299.8,-0.408132394722636,-0.768479207807311,0.81383728929357,0.550616131892772,0
2645,1,299.8,-0.408132394722636,-0.160505592274596,0.252092156422618,0.597745818779083,0
2646,3,299.9,-0.340734879245604,0.0458707726310043,-0.149154367056634,0.629165610036624,0
2647,2,299.8,-0.340734879245604,-0.478436749021062,0.322310298031487,0.707715088180475,0
2648,1,299.8,-0.408132394722636,-0.729435030663008,0.563058212119038,0.754844775066786,0
2649,1,299.8,-0.408132394722636,-0.573258322085797,1.16492799733792,0.786264566324327,0
2650,2,299.9,-0.340734879245604,0.241091658352518,-0.179247856317577,0.817684357581868,0
2651,1,299.9,-0.273337363768573,-1.44338569844455,1.93732755503547,0.864814044468179,0
2652,1,299.9,-0.340734879245604,2.61720872456295,-1.96479488580025,0.896233835725719,0
2653,1,299.9,-0.340734879245604,1.30086218084074,-1.65382883010383,0.92765362698326,0
2654,1,299.9,-0.340734879245604,1.33990635798504,-1.39301858984231,0.959073418240801,0
2655,1,299.9,-0.340734879245604,0.157425564471869,-0.450089259666072,0.990493209498341,0
2656,2,299.8,-0.408132394722636,1.18372964940783,-1.30273812205948,1.02191300075588,0
2657,1,299.9,-0.340734879245604,-1.05852166659356,1.13483450807697,1.06904268764219,0
2658,2,300,-0.340734879245604,-0.634613457598273,0.0815623839439357,1.10046247889973,0
2659,1,300,-0.408132394722636,-0.801945645359571,0.452715418162244,1.14759216578604,0
2660,3,299.8,-0.475529910199629,0.313602273049081,-0.791148804623436,1.17901195704359,0
2661,1,299.8,-0.475529910199629,-1.38203056293207,1.64642382551302,1.25756143518744,0
2662,2,299.9,-0.408132394722636,-0.166083331866639,0.282185645683561,1.28898122644498,0
2663,2,299.9,-0.408132394722636,-0.311104561259764,-0.189279019404559,1.33611091333129,0
2664,1,299.9,-0.475529910199629,0.453045762850162,-0.891460435493249,1.3832406002176,0
2665,2,299.9,-0.408132394722636,-0.288793602891591,0.221998667161674,1.41466039147514,0
2666,1,299.8,-0.408132394722636,4.00048814338967,-2.4161972247144,1.46179007836145,0
2667,3,299.7,-0.54292742567666,0.849065273885233,-1.23251998045061,1.49320986961899,0
2668,2,299.8,-0.475529910199629,0.692888565308022,-0.480182748927016,1.57175934776284,0
2669,2,299.8,-0.475529910199629,0.564600554691027,-0.891460435493249,1.61888903464916,0
2670,3,299.7,-0.475529910199629,-0.249749425747288,-0.219372508665503,1.66601872153547,0
2671,1,299.8,-0.408132394722636,-0.400348394732456,0.623245190640926,1.74456819967932,0
2672,2,299.7,-0.475529910199629,-0.779634686991398,0.19190517790073,1.77598799093686,1
2673,1,299.7,-0.475529910199629,-0.523058665757408,0.262123319509599,-1.69589894302139,0
2674,1,299.8,-0.408132394722636,-0.327837780035894,0.0915935470309171,-1.66447915176385,0
2675,1,299.7,-0.475529910199629,0.040293033038961,-0.27955948718739,-1.63305936050631,0
2676,1,299.7,-0.475529910199629,0.196469741616172,-0.419995770405129,-1.60163956924877,0
2677,1,299.7,-0.475529910199629,0.296869054272951,-0.580494379796829,-1.57021977799122,0
2678,1,299.8,-0.340734879245604,-0.244171686155245,-0.0388115730998393,-1.53879998673368,0
2679,1,299.8,-0.273337363768573,-0.511903186573321,0.312279134944506,-1.50738019547614,0
2680,1,299.8,-0.340734879245604,-0.350148738404067,0.442684255075262,-1.4759604042186,0
2681,1,299.8,-0.340734879245604,0.57017829428307,-1.2927069589725,-1.44454061296106,0
2682,1,299.8,-0.340734879245604,0.0347152934469178,-0.781117641536454,-1.41312082170352,0
2683,2,299.9,-0.273337363768573,-0.974855572712911,0.442684255075262,-1.38170103044598,0
2684,1,299.8,-0.340734879245604,0.285713575088864,-1.15227067575476,-1.33457134355967,0
2685,1,299.8,-0.408132394722636,-0.439392571876759,-0.259497161013428,-1.30315155230213,0
2686,1,299.8,-0.408132394722636,0.391690627337686,-0.751024152275511,-1.27173176104459,0
2687,1,299.8,-0.408132394722636,0.525556377546724,-1.25258230662458,-1.24031196978705,0
2688,1,299.9,-0.408132394722636,-1.0640994061856,1.28530195438169,-1.20889217852951,0
2689,1,299.9,-0.408132394722636,-1.20912063557873,1.39564474833848,-1.17747238727197,0
2690,1,300,-0.340734879245604,0.57017829428307,-0.991772066363061,-1.14605259601443,0
2691,1,300,-0.340734879245604,1.05544163879083,-1.40304975292929,-1.11463280475688,0
2692,1,300,-0.273337363768573,-0.601147020046013,0.773712636945645,-1.08321301349934,0
2693,1,300.1,-0.20593984829158,0.57017829428307,-0.961678577102118,-1.0517932222418,0
2694,2,300.1,-0.273337363768573,0.464201242034249,-0.389902281144184,-1.02037343098426,0
2695,2,300.1,-0.273337363768573,0.480934460810378,-0.19931018249154,-0.973243744097952,0
2696,1,300,-0.340734879245604,1.84190292126893,-1.73407813479968,-0.92611405721164,0
2697,1,300,-0.273337363768573,-0.484014488613105,0.603182864466963,-0.8946942659541,0
2698,1,300,-0.273337363768573,0.441890283666076,-1.1322083495808,-0.863274474696559,0
2699,1,300,-0.408132394722636,2.62836420374703,-2.00491953814817,-0.831854683439018,0
2700,1,299.9,-0.408132394722636,-0.980433312304955,2.09782616442717,-0.800434892181478,0
2701,1,299.9,-0.475529910199629,-0.366881957180197,0.0414377315960107,-0.769015100923937,0
2702,1,299.9,-0.54292742567666,-1.14776550006625,1.08467869264206,-0.737595309666396,0
2703,1,299.8,-0.54292742567666,1.23392930573622,-1.41308091601628,-0.706175518408856,0
2704,2,299.8,-0.54292742567666,-0.930233655976565,1.82698476107868,-0.674755727151315,0
2705,2,299.7,-0.54292742567666,0.386112887745643,-0.560432053622867,-0.627626040265004,0
2706,1,299.7,-0.54292742567666,-1.18680967721056,2.48904152481944,-0.580496353378693,0
2707,2,299.6,-0.610324941153653,0.118381387327567,-0.289590650274371,-0.549076562121152,0
2708,2,299.6,-0.677722456630684,0.00124885589465825,-0.389902281144184,-0.501946875234841,0
2709,1,299.6,-0.610324941153653,4.05626553931011,-2.47638420323629,-0.45481718834853,0
2710,1,299.6,-0.610324941153653,0.57017829428307,-0.419995770405129,-0.423397397090989,0
2711,1,299.6,-0.610324941153653,0.196469741616172,-0.0789362254477643,-0.391977605833449,0
2712,1,299.6,-0.610324941153653,-0.735012770255052,1.0646163664681,-0.360557814575908,0
2713,3,299.7,-0.54292742567666,-1.32067542741959,1.55614335773019,-0.329138023318367,0
2714,2,299.6,-0.54292742567666,0.625955690203503,-0.921553924754192,-0.250588545174516,0
2715,2,299.6,-0.610324941153653,-0.963700093528825,1.52604986846924,-0.203458858288205,0
2716,2,299.5,-0.677722456630684,0.904842669805666,-1.14223951266778,-0.156329171401894,0
2717,1,299.5,-0.677722456630684,-0.227438467379115,0.462746581249225,-0.109199484515583,0
2718,2,299.5,-0.610324941153653,-0.651346676374403,0.532964722858094,-0.0777796932580419,0
2719,1,299.5,-0.610324941153653,-1.01389974985721,0.733587984597719,-0.0306500063717308,0
2720,1,299.5,-0.54292742567666,0.84348753429319,-1.08205253414589,0.00076978488580985,0
2721,1,299.6,-0.54292742567666,0.112803647735523,-0.0889673885347458,0.0321895761433505,0
2722,2,299.6,-0.475529910199629,0.0793372101832638,-0.761055315362492,0.0636093674008912,0
2723,1,299.6,-0.475529910199629,0.10722590814348,-0.520307401274942,0.110739054287202,0
2724,1,299.7,-0.408132394722636,-0.986011051896998,1.19502148659886,0.142158845544743,0
2725,2,299.8,-0.475529910199629,-0.383615175956326,0.272154482596581,0.173578636802284,0
2726,1,299.8,-0.408132394722636,0.0904926893673503,-0.520307401274942,0.220708323688595,0
2727,2,299.8,-0.408132394722636,-0.645768936782359,0.292216808770543,0.252128114946135,0
2728,1,299.7,-0.475529910199629,-0.584413801269884,-0.149154367056634,0.299257801832446,0
2729,1,299.7,-0.475529910199629,1.33990635798504,-1.4532055683642,0.330677593089987,0
2730,1,299.7,-0.475529910199629,-0.679235374334619,1.46586288994735,0.362097384347528,0
2731,1,299.6,-0.54292742567666,-0.634613457598273,0.593151701379981,0.393517175605068,0
2732,2,299.7,-0.54292742567666,0.324757752233167,-0.710899499927586,0.424936966862609,0
2733,1,299.7,-0.54292742567666,-1.07525488536969,1.74673545638283,0.47206665374892,0
2734,1,299.7,-0.54292742567666,-0.651346676374403,0.0414377315960107,0.503486445006461,0
2735,3,299.7,-0.54292742567666,0.185314262432086,-0.720930663014567,0.534906236264002,0
2736,1,299.7,-0.54292742567666,-0.707124072294835,0.542995885945075,0.613455714407853,0
2737,2,299.7,-0.610324941153653,0.207625220800259,-0.359808791883241,0.644875505665394,0
2738,2,299.7,-0.610324941153653,-0.171661071458683,0.121687036291861,0.692005192551705,0
2739,2,299.8,-0.610324941153653,-0.238593946563202,0.442684255075262,0.739134879438016,0
2740,1,299.8,-0.54292742567666,0.185314262432086,-0.460120422753054,0.786264566324327,0
2741,1,299.6,-0.677722456630684,-0.0768394983939473,0.282185645683561,0.817684357581868,0
2742,1,299.6,-0.677722456630684,-0.896767218424306,1.19502148659886,0.849104148839408,0
2743,1,299.6,-0.610324941153653,-0.946966874752695,1.14486567116395,0.880523940096949,0
2744,1,299.6,-0.610324941153653,-0.350148738404067,0.532964722858094,0.91194373135449,0
2745,1,299.7,-0.54292742567666,0.453045762850162,-1.00180322945004,0.94336352261203,0
2746,2,299.7,-0.610324941153653,0.358224189785427,-0.149154367056634,0.974783313869571,0
2747,1,299.7,-0.54292742567666,-0.712701811886879,0.613214027553944,1.02191300075588,0
2748,1,299.7,-0.54292742567666,0.430734804481989,-0.841304620058342,1.05333279201342,0
2749,1,299.7,-0.54292742567666,0.514400898362638,-0.490213912013997,1.08475258327096,0
2750,2,299.7,-0.54292742567666,0.815598836332974,-1.11214602340684,1.1161723745285,1
2751,3,299.7,-0.54292742567666,-0.461703530244932,0.0615000577699735,1.16330206141482,0
2752,1,299.7,-0.610324941153653,-0.679235374334619,1.0144605510332,1.24185153955867,0
2753,2,299.7,-0.610324941153653,1.74150360861215,-1.53345487306005,1.27327133081621,0
2754,1,299.7,-0.610324941153653,0.982931024094271,-1.22248881736363,1.32040101770252,0
2755,3,299.6,-0.610324941153653,0.508823158770595,-0.771086478449474,1.35182080896006,0
2756,1,299.7,-0.54292742567666,-0.33899325921998,-0.11906087779569,1.43037028710391,0
2757,1,299.7,-0.54292742567666,1.35106183716913,-1.04192788179797,1.46179007836145,0
2758,1,299.8,-0.54292742567666,-0.556525103309667,-0.389902281144184,1.49320986961899,0
2759,2,299.7,-0.54292742567666,-0.707124072294835,0.532964722858094,1.52462966087653,0
2760,1,299.7,-0.610324941153653,-0.311104561259764,0.11165587320488,1.57175934776284,0
2761,1,299.8,-0.54292742567666,-0.774056947399354,0.262123319509599,1.60317913902039,0
2762,1,299.8,-0.475529910199629,-1.33740864619572,2.51913501408039,1.63459893027793,1
2763,1,299.8,-0.54292742567666,-0.333415519627937,0.442684255075262,1.66601872153547,0
2764,1,299.8,-0.54292742567666,-0.266482644523418,0.753650310771682,1.69743851279301,0
2765,2,299.9,-0.475529910199629,-0.83541208291183,1.28530195438169,-1.69589894302139,0
2766,2,299.9,-0.408132394722636,-0.779634686991398,1.48592521612132,-1.64876925613508,0
2767,2,299.9,-0.408132394722636,1.9534577131098,-1.40304975292929,-1.60163956924877,0
2768,1,300,-0.340734879245604,2.15425633842335,-1.81432743949553,-1.55450988236245,0
2769,1,300,-0.340734879245604,0.759821440412541,-0.98174090327608,-1.52309009110491,0
2770,2,300,-0.273337363768573,-0.344570998812024,-0.189279019404559,-1.49167029984737,0
2771,1,300,-0.273337363768573,-0.974855572712911,0.593151701379981,-1.44454061296106,0
2772,1,299.9,-0.340734879245604,-0.489592228205148,-0.0588738992738022,-1.41312082170352,0
2773,1,299.9,-0.408132394722636,-0.400348394732456,0.121687036291861,-1.38170103044598,0
2774,1,299.9,-0.408132394722636,1.78054778575646,-1.75414046097364,-1.35028123918844,0
2775,1,300.1,-0.408132394722636,0.112803647735523,-0.0287804100128579,-1.3188614479309,0
2776,1,300.1,-0.408132394722636,0.118381387327567,0.773712636945645,-1.28744165667336,0
2777,1,300.1,-0.408132394722636,-0.478436749021062,0.763681473858664,-1.25602186541582,0
2778,1,300.1,-0.408132394722636,-0.417081613508586,0.171842851726768,-1.22460207415828,0
2779,1,300,-0.408132394722636,-1.28720898986733,1.02449171412018,-1.19318228290074,0
2780,1,300.1,-0.340734879245604,-1.03621070822539,1.09470985572905,-1.1617624916432,0
2781,2,300.2,-0.273337363768573,0.0960704289593936,-0.419995770405129,-1.13034270038565,0
2782,1,300.2,-0.340734879245604,3.59331315317052,-2.22560512606176,-1.08321301349934,0
2783,2,300.2,-0.273337363768573,-0.266482644523418,0.181874014813749,-1.0517932222418,0
2784,2,300.2,-0.273337363768573,-0.0601062796178176,-0.490213912013997,-1.00466353535549,0
2785,1,300.2,-0.273337363768573,-0.606724759638057,1.27527079129471,-0.957533848469181,0
2786,1,300.2,-0.340734879245604,-0.244171686155245,-0.740992989188529,-0.92611405721164,0
2787,2,300.2,-0.340734879245604,0.508823158770595,-1.17233300192872,-0.8946942659541,0
2788,2,300.3,-0.273337363768573,-0.0824172379859906,-0.159185530143615,-0.847564579067789,0
2789,1,300.3,-0.273337363768573,-1.18680967721056,1.24517730203376,-0.800434892181478,0
2790,3,300.3,-0.340734879245604,-0.562102842901711,0.402559602727337,-0.769015100923937,0
2791,1,300.4,-0.273337363768573,-1.01947748944926,0.593151701379981,-0.690465622780085,0
2792,3,300.4,-0.273337363768573,-0.684813113926662,0.332341461118468,-0.659045831522545,0
2793,1,300.4,-0.20593984829158,0.252247137536605,-0.740992989188529,-0.580496353378693,0
2794,1,300.3,-0.273337363768573,0.324757752233167,-0.82124229388438,-0.549076562121152,0
2795,1,300.4,-0.273337363768573,0.0793372101832638,0.392528439640356,-0.517656770863612,0
2796,2,300.3,-0.340734879245604,-0.746168249439138,0.944242409424326,-0.486236979606071,0
2797,1,300.2,-0.340734879245604,0.00124885589465825,-0.470151585840035,-0.43910729271976,0
2798,2,300.3,-0.273337363768573,-0.785212426583441,1.37558242216452,-0.407687501462219,0
2799,1,300.3,-0.273337363768573,0.163003304063913,-0.0388115730998393,-0.360557814575908,0
2800,1,300.3,-0.273337363768573,-0.751745989031181,0.462746581249225,-0.329138023318367,0
2801,2,300.2,-0.340734879245604,-0.216282988195029,0.573089375206019,-0.297718232060827,0
2802,2,300.2,-0.340734879245604,0.575756033875114,-1.12217718649382,-0.250588545174516,0
2803,2,300.3,-0.273337363768573,-0.166083331866639,0.663369842988851,-0.203458858288205,0
2804,1,300.2,-0.340734879245604,-1.09198810414582,1.02449171412018,-0.156329171401894,0
2805,1,300.1,-0.340734879245604,-0.495169967797192,0.0113442423350671,-0.124909380144353,0
2806,1,300,-0.408132394722636,-0.439392571876759,0.352403787292431,-0.0934895888868122,0
2807,1,300,-0.475529910199629,-0.974855572712911,0.121687036291861,-0.0620697976292715,0
2808,2,299.9,-0.475529910199629,-0.484014488613105,0.19190517790073,-0.0306500063717308,0
2809,1,299.9,-0.475529910199629,-0.378037436364283,0.181874014813749,0.0164796805145802,0
2810,1,299.9,-0.54292742567666,0.33033549182521,-0.540369727448904,0.0478994717721209,0
2811,1,299.8,-0.610324941153653,1.30086218084074,-1.52342370997307,0.0793192630296616,0
2812,1,299.9,-0.54292742567666,1.23950704532826,-1.44317440527722,0.110739054287202,0
2813,2,300,-0.475529910199629,-0.701546332702792,0.071531220856955,0.142158845544743,0
2814,1,300,-0.475529910199629,1.94230223392571,-1.74410929788666,0.189288532431054,0
2815,1,300,-0.475529910199629,-0.801945645359571,1.6564549886,0.220708323688595,0
2816,2,300.1,-0.408132394722636,0.168581043655956,-0.841304620058342,0.252128114946135,0
2817,1,300.1,-0.408132394722636,-0.584413801269884,0.733587984597719,0.299257801832446,0
2818,1,300.2,-0.340734879245604,-0.679235374334619,0.11165587320488,0.330677593089987,0
2819,1,300.2,-0.340734879245604,1.06101937838288,-1.16230183884174,0.362097384347528,0
2820,1,300.2,-0.340734879245604,-1.01947748944926,1.11477218190301,0.393517175605068,0
2821,1,300.2,-0.340734879245604,-0.573258322085797,0.884055430902439,0.424936966862609,0
2822,2,300.3,-0.273337363768573,-0.668079895150533,0.252092156422618,0.45635675812015,0
2823,1,300.3,-0.273337363768573,0.302446793864994,-0.189279019404559,0.503486445006461,0
2824,2,300.3,-0.340734879245604,-1.22027611476281,2.22823128455793,0.534906236264002,0
2825,2,300.3,-0.340734879245604,-0.506325446981278,0.242060993335636,0.582035923150313,0
2826,1,300.3,-0.408132394722636,-0.383615175956326,-0.650712521405698,0.629165610036624,0
2827,2,300.3,-0.408132394722636,0.408423846113816,-0.690837173753623,0.660585401294164,0
2828,1,300.4,-0.408132394722636,-0.707124072294835,1.16492799733792,0.707715088180475,0
2829,2,300.4,-0.408132394722636,1.87536935882119,-1.6137041777559,0.739134879438016,0
2830,1,300.3,-0.475529910199629,0.408423846113816,-0.399933444231166,0.786264566324327,0
2831,2,300.4,-0.475529910199629,-0.712701811886879,0.161811688639786,0.817684357581868,0
2832,2,300.3,-0.54292742567666,-0.272060384115461,0.793774963119607,0.864814044468179,0
2833,2,300.4,-0.475529910199629,-0.400348394732456,0.0314065685090293,0.91194373135449,0
2834,1,300.3,-0.54292742567666,1.49608306656225,-1.36292510058137,0.959073418240801,0
2835,1,300.3,-0.610324941153653,-0.952544614344738,0.603182864466963,0.990493209498341,0
2836,1,300.3,-0.54292742567666,0.185314262432086,-0.801179967710417,1.02191300075588,0
2837,2,300.3,-0.610324941153653,-0.450548051060846,0.432653091988281,1.05333279201342,0
2838,1,300.3,-0.610324941153653,0.893687190621579,-0.971709740189099,1.10046247889973,0
2839,1,300.3,-0.475529910199629,-0.33899325921998,-0.0488427361868208,1.13188227015727,0
2840,2,300.4,-0.408132394722636,-0.986011051896998,0.211967504074693,1.16330206141482,0
2841,3,300.4,-0.408132394722636,-0.288793602891591,-0.109029714708709,1.21043174830113,0
2842,1,300.3,-0.408132394722636,0.927153628173839,-1.06199020797193,1.28898122644498,0
2843,1,300.3,-0.475529910199629,-1.08083262496173,1.35552009599056,1.32040101770252,0
2844,1,300.3,-0.54292742567666,-0.0377953212496445,0.0213754054220485,1.35182080896006,0
2845,1,300.3,-0.54292742567666,0.62037795061146,-0.480182748927016,1.3832406002176,0
2846,1,300.3,-0.54292742567666,-0.785212426583441,1.44580056377339,1.41466039147514,0
2847,1,300.3,-0.54292742567666,-0.707124072294835,0.482808907423187,1.44608018273268,0
2848,1,300.4,-0.475529910199629,-0.0768394983939473,-0.0388115730998393,1.47749997399022,0
2849,2,300.3,-0.475529910199629,-0.824256603727744,1.79689127181774,1.50891976524776,0
2850,1,300.4,-0.475529910199629,1.26739574328848,-1.18236416501571,1.55604945213407,0
2851,1,300.4,-0.475529910199629,0.737510482044368,-0.500245075100979,1.58746924339161,0
2852,1,300.5,-0.475529910199629,-0.924655916384522,0.884055430902439,1.61888903464916,0
2853,2,300.5,-0.408132394722636,-1.06967714577765,1.0144605510332,1.6503088259067,0
2854,2,300.5,-0.475529910199629,0.00124885589465825,-0.0889673885347458,1.69743851279301,0
2855,1,300.5,-0.475529910199629,-0.383615175956326,0.0815623839439357,1.74456819967932,0
2856,1,300.5,-0.475529910199629,-0.0601062796178176,-0.299621813361353,1.77598799093686,0
2857,3,300.5,-0.475529910199629,-0.378037436364283,0.522933559771113,1.8074077821944,0
2858,2,300.4,-0.54292742567666,-0.0601062796178176,-0.27955948718739,1.88595726033825,0
2859,1,300.5,-0.475529910199629,-0.679235374334619,1.15489683425093,1.93308694722456,1
2860,1,300.6,-0.408132394722636,0.0570262518150908,0.342372624205449,1.9645067384821,0
2861,3,300.6,-0.408132394722636,-0.422659353100629,0.924180083250364,1.99592652973964,0
2862,1,300.7,-0.340734879245604,-0.333415519627937,0.362434950379412,2.0744760078835,0
2863,1,300.6,-0.340734879245604,1.83074744208485,-1.70398464553873,2.10589579914104,0
2864,1,300.6,-0.408132394722636,-0.378037436364283,0.412590765814319,2.13731559039858,0
2865,3,300.6,-0.408132394722636,-0.885611739240219,0.763681473858664,2.16873538165612,1
2866,3,300.7,-0.20593984829158,0.469778981626292,-0.730961826101548,-1.69589894302139,0
2867,1,300.8,-0.20593984829158,2.55585358905047,-1.9347013965393,-1.61734946487754,0
2868,3,300.7,-0.273337363768573,-0.829834343319787,0.853961941641495,-1.58592967361999,0
2869,1,300.8,-0.20593984829158,-0.673657634742576,0.663369842988851,-1.50738019547614,0
2870,1,300.8,-0.20593984829158,-0.110305935946207,-0.419995770405129,-1.4759604042186,0
2871,2,300.8,-0.20593984829158,-0.110305935946207,-0.0287804100128579,-1.44454061296106,0
2872,2,300.7,-0.273337363768573,-0.0154843628814715,-0.27955948718739,-1.39741092607475,0
2873,1,300.8,-0.273337363768573,0.787710138372757,-1.1322083495808,-1.35028123918844,0
2874,3,300.6,-0.408132394722636,0.0904926893673503,-0.209341345578521,-1.3188614479309,0
2875,1,300.6,-0.340734879245604,-0.378037436364283,0.964304735598289,-1.24031196978705,0
2876,2,300.5,-0.408132394722636,1.88652483800528,-1.62373534084288,-1.20889217852951,0
2877,2,300.5,-0.475529910199629,0.218780699984345,-0.951647414015136,-1.1617624916432,0
2878,2,300.5,-0.408132394722636,0.648266648571676,-0.791148804623436,-1.11463280475688,0
2879,3,300.5,-0.408132394722636,-0.205127509010942,-0.570463216709848,-1.06750311787057,0
2880,2,300.6,-0.408132394722636,-0.958122353936782,2.32854291542774,-0.988953639726722,1
2881,1,300.7,-0.340734879245604,0.0124043350787448,-0.27955948718739,-0.941823952840411,0
2882,2,300.6,-0.273337363768573,0.274558095904778,-0.299621813361353,-0.91040416158287,0
2883,1,300.6,-0.273337363768573,0.81002109674093,-0.720930663014567,-0.863274474696559,0
2884,1,300.6,-0.340734879245604,-0.567680582493754,0.00131307924808568,-0.831854683439018,0
2885,1,300.6,-0.273337363768573,-0.723857291070965,0.242060993335636,-0.800434892181478,0
2886,2,300.5,-0.340734879245604,-1.22027611476281,0.994398224859233,-0.769015100923937,0
2887,3,300.5,-0.340734879245604,0.536711856730811,-0.580494379796829,-0.721885414037626,0
2888,2,300.5,-0.340734879245604,0.849065273885233,-1.24255114353759,-0.643335935893774,0
2889,2,300.6,-0.273337363768573,-0.969277833120868,1.00442938794621,-0.596206249007463,0
2890,2,300.7,-0.20593984829158,-0.0879949775780339,-0.179247856317577,-0.549076562121152,0
2891,1,300.6,-0.20593984829158,0.302446793864994,-0.761055315362492,-0.501946875234841,0
2892,1,300.6,-0.273337363768573,0.798865617556844,-0.931585087841174,-0.470527083977301,0
2893,1,300.7,-0.273337363768573,-1.17007645843443,1.43576940068641,-0.43910729271976,0
2894,2,300.7,-0.273337363768573,0.163003304063913,-0.480182748927016,-0.407687501462219,0
2895,1,300.7,-0.273337363768573,1.08333033675105,-1.52342370997307,-0.360557814575908,0
2896,2,300.7,-0.273337363768573,-0.366881957180197,0.81383728929357,-0.329138023318367,0
2897,2,300.7,-0.340734879245604,0.525556377546724,-0.871398109319286,-0.282008336432056,0
2898,2,300.6,-0.340734879245604,-0.0489508004337311,0.0213754054220485,-0.234878649545745,0
2899,2,300.6,-0.340734879245604,0.0626039914071341,0.0213754054220485,-0.187748962659434,0
2900,1,300.6,-0.408132394722636,-0.718279551478922,0.0615000577699735,-0.140619275773123,0
2901,1,300.5,-0.475529910199629,0.196469741616172,-0.650712521405698,-0.109199484515583,0
2902,1,300.6,-0.408132394722636,-0.634613457598273,0.0314065685090293,-0.0777796932580419,0
2903,2,300.6,-0.408132394722636,0.0124043350787448,-0.480182748927016,-0.0463599020005012,0
2904,2,300.7,-0.340734879245604,1.08333033675105,-1.33283161132043,0.00076978488580985,0
2905,1,300.6,-0.408132394722636,5.33914564548005,-2.65694513880196,0.0478994717721209,0
2906,1,300.6,-0.408132394722636,0.0737594705912206,-0.359808791883241,0.0793192630296616,0
2907,1,300.6,-0.475529910199629,-0.723857291070965,-0.129092040882671,0.110739054287202,0
2908,2,300.6,-0.408132394722636,0.235513918760475,-0.430026933492109,0.142158845544743,0
2909,1,300.7,-0.340734879245604,-1.6051401466138,1.99751453355736,0.189288532431054,0
2910,1,300.7,-0.273337363768573,-0.216282988195029,0.412590765814319,0.220708323688595,0
2911,1,300.6,-0.340734879245604,0.207625220800259,-0.11906087779569,0.252128114946135,0
2912,2,300.7,-0.340734879245604,-1.04178844781743,0.402559602727337,0.283547906203676,0
2913,1,300.7,-0.273337363768573,0.681733086123936,-0.971709740189099,0.330677593089987,0
2914,1,300.7,-0.273337363768573,0.0124043350787448,-0.540369727448904,0.362097384347528,0
2915,3,300.6,-0.273337363768573,1.94787997351775,-1.95476372271327,0.393517175605068,0
2916,1,300.5,-0.340734879245604,-1.58282918824563,2.21820012147095,0.47206665374892,0
2917,1,300.6,-0.273337363768573,-0.712701811886879,0.161811688639786,0.503486445006461,0
2918,1,300.6,-0.340734879245604,-0.127039154722337,-0.0989985516217272,0.534906236264002,0
2919,2,300.6,-0.340734879245604,-0.260904904931375,-0.600556705970791,0.566326027521542,0
2920,1,300.6,-0.273337363768573,1.04428615960675,-1.00180322945004,0.613455714407853,0
2921,1,300.7,-0.20593984829158,0.33033549182521,-0.630650195231735,0.644875505665394,0
2922,1,300.8,-0.138542332814548,0.659422127755763,-0.891460435493249,0.676295296922935,0
2923,1,300.8,-0.20593984829158,-0.322260040443851,-0.189279019404559,0.707715088180475,0
2924,2,300.7,-0.20593984829158,-0.790790166175484,1.13483450807697,0.739134879438016,0
2925,1,300.8,-0.20593984829158,-0.433814832284716,0.432653091988281,0.786264566324327,0
2926,2,300.7,-0.273337363768573,-0.840989822503873,1.11477218190301,0.817684357581868,0
2927,1,300.7,-0.20593984829158,-0.177238811050726,1.24517730203376,0.864814044468179,0
2928,2,300.7,-0.273337363768573,-0.656924415966446,0.984367061772251,0.896233835725719,0
